node_id,node_attr
0,m.02_1x1x
1,male
2,"miserere mei, deus . lassus . palestrina"
3,album
4,m.0h4n5rj
5,classical music
6,missa pro defunctis / motets
7,"given the difficulty and cost of music printing, this was a watershed event for the 30-year-old composer."
8,giovanni pierluigi da palestrina
9,musical album
10,"in 1577, pope gregory xiii commissioned him to prepare a new version of the gregorian chant."
11,"in 1571 he returned as master of the julian choir, a post he held until his death (when his successor became de victoria)."
12,pancreatic cancer
13,lunacy
14,m.010pv3dd
15,"within three months, palestrina's patron was dead."
16,"his successor, pope marcellus ii, served only for three weeks, and the next pope, paul iv, enforced the requirement that members be unmarried and suddenly palestrina was out of a job, with a modest pension."
17,lamentations
18,palestrina: masses and motets
19,stroke
20,hair loss
21,m.0y4f54k
22,composer
23,m.0115wjgp
24,miserere: lamentations
25,stabat mater
26,"franz liszt, vol. 2: the weimar years, 1848-1861"
27,"franz liszt, vol. 3: the final years, 1861-1886"
28,giovanni pierluigi da palestrina influenced claudio monteverdi
29,"he influenced monteverdi, st. teresa of avila and debussy."
30,claude debussy
31,toulouse-lautrec
32,renaissance music
33,baldassare donato
34,symphonic metal
35,m.0c0yzg9
36,transient ischemic attack
37,winslow leach
38,m.01260py_
39,russian classical music
40,johannes brahms
41,1.fm otto's classical channel
42,life of franz liszt
43,"franz liszt, vol. 1: the virtuoso years, 1811-1847"
44,paget's disease of bone
45,organ
46,m.09xsxnc
47,palestrina
48,city/town/village
49,m.0v916nx
50,"masses and motets, volume 2: missa sine nomine / missa l'homme armé / three motets (soloists of the cappela musicale di s. petronio di bologna, feat. conductor: sergio vartolo)"
51,m.0115wcnz
52,gout
53,orlande de lassus
54,wcpe
55,barrett's esophagus
56,chopin etudes opus 10
57,"thanks to her wealth and the successful operation of her furrier business with a partner, palestrina was more free than ever to compose and publish, releasing 16 books of music from 1581 until his death in 1594, still leaving many great works unpublished at his death."
58,m.011qg61p
59,chamber music
60,m.0115wh5g
61,antonio sbardella
62,abdominal aortic aneurysm
63,cardiovascular disease
64,custer larue
65,prostate cancer
66,music for advent and christmas
67,the premature burial
68,horror
69,rai radio3
70,la quinta essentia
71,g.125cc3y5q
72,chord organ
73,m.0y5ss22
74,czech republic
75,czech language
76,m.0109ncgl
77,franz liszt
78,giovanni domenico montella
79,m.09x1rdv
80,vincenzo galilei
81,parents
82,radioio classical favorites
83,vienna philharmonic orchestra
84,palestrina masses: missa benedicta es
85,m.09xsgh3
86,westminster cathedral choir
87,m.0b46yw4
88,die klassiksammlung 105: palestrina: kunst der renaissance
89,allegri: miserere / palestrina: stabat mater / litaniae de beata virgine maria
90,g.1259n5r3n
91,radioio classical
92,lazio
93,italy
94,the system of doctor tarr and professor fether
95,epilepsy
96,robert white
97,"palestrina: missa brevis / messe \""tu es petrus\"" / bach: ouverture suite no. 1 c-major"
98,johann sebastian bach
99,"bbc music, volume 1, number 8: music for easter"
100,m.0108d1fj
101,m.09wt27x
102,heart attack
103,missa papae marcelli / missa brevis (choir of westminster cathedral feat. conductor: david hill)
104,edgar allan poe
105,allegri: miserere / palestrina: missa papae marcelli
106,peter phillips
107,"deutsche grammophon collection: morales: magnificat, 5 motets / palestrina: missa \""aeterna christi munera\"""
108,m.011c3djp
109,m.0gl9t47
110,missa papæ marcelli
111,ensemble officium
112,lamentations of jeremiah the prophet (pro cantione antiqua feat. conductor: bruno turner)
113,g.1257bn8yp
114,classical music broadcast
115,chinese classical music
116,m.07n73w_
117,attention deficit hyperactivity disorder
118,alcohol abuse
119,m.0j586sj
120,m.010pv2r9
121,canticum canticorum (la dvcale venetia feat. conductor: livio picotti)
122,performance today
123,"his teachers were the french musicians robin mallapert to 1540, and firmin le bel to 1544."
124,missa und motetten (regensburger domspatzen feat. conductor: georg ratzinger)
125,2014 karlovy vary international film festival
126,m.0j7v__g
127,parkinson's disease
128,seborrheic dermatitis
129,missa aeterna christi munera (westminster cathedral choir feat. conductor: james o'donnell)
130,g.1254_3t3c
131,organ music (blues)
132,m.02_98hd
133,giovanni pierluigi da palestrina succeeded orlande de lassus
134,giovanni pierluigi da palestrina influenced achille-claude debussy
135,influenced
136,music
137,martin baker
138,m.012snp9v
139,m.01wvg7z
140,pro cantione antiqua
141,canticum canticorum
142,g.11bylyprqd
143,"he took the first steps to enter the priesthood, but suddenly reversed course and married the widow virginia dormoli in 1581."
144,missa aeterna christi munera / missa l'homme armé 4vv (pro cantione antiqua feat. conductor: mark brown)
145,m.0gxvt_4
146,gregorio allegri
147,rome
148,"missa 'assumpta est maria', magnificat septimi toni, motets (choir of clare college, cambridge feat. conductor: timothy brown)"
149,evening in the palace of reason: bach meets frederick the great in the age of enlightenment
150,m.0glh27n
151,m.03by9
152,m.05zpq8
153,"missa papae marcelli / missa aeterna christi munera (oxford camerata, jeremy summerly)"
154,4850 palestrina
155,m.03y7x57
156,person
157,published
158,m.0105w9r9
159,m.0_w59p3
160,naxos album page
161,m.0b6ry0m
162,missa ecce ego joannes (westminster cathedral choir)
163,g.1258b_rr3
164,bbc music: sacred choral music
165,sequel
166,film
167,m.01vm8b4
168,g.120_g975
169,giulio sabbi
170,classical weta 90.9 fm
171,palestrina masses (the tallis scholars feat. conductor: peter phillips) (disc 1)
172,compilation album
173,italian classical music
174,from 1566 he served as master to the choir at the new roman seminary.
175,m.010pv22p
176,children
177,missa assumpta est maria / motets
178,g.125b5lg4b
179,g.125fjpwxx
180,m.0gcx9g6
181,retroperitoneal fibrosis
182,m.0108d1b9
183,pop music
184,"biscuithands, the animated musical"
185,solar system
186,eva švankmajerová
187,venice classic radio
188,baroque music
189,claudio monteverdi compared unfavorably with giovanni pierluigi da palestrina
190,giovanni croce
191,"working slowly and carefully, he completed this work in three years, and his first volume of five masses was published by the famous dorici brothers in rome in 1554, at palestrina's expense."
192,anaplastic thyroid cancer
193,romantic music
194,beethoven radio
195,m.010g0hpj
196,"after serving at st. john lateran from 1555 to 1560, palestrina returned as choir master to santa maria maggiore until about 1567."
197,m.0c0yzdr
198,m.0blp580
199,palestrina: music for maundy thursday
200,m.0105_p75
201,missa viri galilaei
202,kidney stone
203,galeazzo sabbatini
204,m.0115wctz
205,slovakia
206,il primo libro de madrigali a quattro voci (concerto italiano feat. director: rinaldo alessandrini)
207,masses/messen
208,m.0115wjtq
209,m.09wj045
210,m.0109n7_y
211,m.0nftdb0
212,m.02_n5dg
213,m.0d521lm
214,arvo pärt
215,central european time zone
216,richard wagner
217,freimut börngen
218,g.1256qv0yx
219,"from the ages of about 9 to 15, giovanni was in the choir and school of santa maria maggiore in rome."
220,"we can assume that at the local cathedral young giovanni heard much of the french and flemish schools of early polyphonic music: josquin des pres, pierre de la rue, jean de okeghem, and guillaume dufay."
221,achille-claude debussy inspired by giovanni pierluigi da palestrina
222,the first was a mass by giovanni pierluigi da palestrina the purity and simplicity of the music captivated him and encouraged him to continue on the path he had chosen for his own music.
223,"he soon became music director at the basilica of st. john lateran, succeeding de lassus, who had vacated the post a year earlier."
224,m.0115why8
225,g.12mb3k51j
226,"he also studied organ, and at age 19 returned to palestrina as organist and choir director."
227,1.fm otto's  baroque music
228,huelgas ensemble
229,topic
230,"the choir of st john's college, cambridge"
231,antonio cifra
232,m.0115whhb
233,at palestrina he married lucrezia gori.
234,m.0gczxvb
235,carlos serrano
236,province of rome
237,"missa \""tu es petrus\"" (regensburger domchor)"
238,giovanni maria nanino
239,comedy
240,giovanni pierluigi da palestrina.
241,"normally, his role at the cathedral would have been a lifetime appointment, but the bishop, cardinal giovanni del monte (later, pope julius iii), recognized palestrina's extraordinary gifts as a musician, and upon his elevation to the papacy in 1551, sent for palestrina to direct the julian choir at the basilica of st. peter's, still under construction."
242,a christmas station
243,sun
244,q2 classical
245,"he immediately set about to compose a mass dedicated to his patron, and to revise masses composed earlier, for publication."
246,"this tremendous stroke of good fortune put palestrina in command of a small but professional choir, at the capital of liturgical music."
247,m.0k08k4
248,dupuytren's contracture
249,m.09xlcb7
250,alessandro striggio
251,actinic keratosis
252,ectodermal dysplasia
253,music 'til dawn
254,concerto per beethoven
255,giovanni bernardino nanino
256,m.0115wkch
257,indian classical music
258,mort liddy
259,john philip sousa
260,m.02w93q
261,don carlo gesualdo
262,francesco soriano
263,kdfc
264,m.0y5st6k
265,orsradio.com classical
266,"pope julius expressed his appreciation by appointing palestrina as a singer in the pontifical choir, a position in which he could compose music for that august group."
267,m.0y6vlrf
268,m.09x3mrr
269,musical genre
270,prequel
271,surrealism
272,marquis de sade
273,massimo zanini
274,water organ
275,itzhak tadeusz skenström
276,whil-fm
277,shift
278,valerio cleri
279,"plagues of influenza swept through italy in the 1570's and 1580's, taking two of palestrina's three sons, leaving palestrina himself quite sick from time to time, and claiming his beloved wife lucrezia in 1580."
280,"after a couple of years' work, he set aside this monumental task to be completed by others long after his death."
281,m.011qgng5
282,orsradio.com  holiday christmas
283,burn
284,m.0109n9dx
285,john browne
286,g.125c74pw3
287,m.0115wj49
288,m.0114z2cy
289,1.fm otto's opera house
290,m.010pv29x
291,music of the highest class: elitism and populism in antebellum boston
292,gastritis
293,missa papae marcelli / stabat mater (pro cantione antiqua feat. conductor: mark brown)
294,sebaceous cyst
295,texas early music project
296,music for holy saturday
297,adventures in good music
298,m.04m1k89
299,tetralogy of fallot
300,m.09y2y7v
301,palestrina masses: missa brevis (tallis scholars)
302,m.02zd4tr
303,abrsm
304,g.12h33qdnr
305,m.09w_34f
306,"the performance inspired an attack by conservative music theorist giovanni maria artusi who dismissed monteverdi's dissonant, expressive style by contrasting it unfavorably with the smooth modal counterpoint of early composers such as palestrina."
307,m.0zzddm_
308,the steinway collection: paintings of great composers
309,estêvão de brito
310,song of songs
311,g.1255dkyk0
312,stuttering
313,soundtrack composer
314,classical music composers montage
315,orlande de lassus used material by giovanni pierluigi da palestrina
316,orsradio.com
317,regal
318,m.0108ds9p
319,succeeded
320,m.0gz5ptw
321,coat of arms of comune di palestrina
322,m.0104c8tk
323,classicalmusicamerica
324,naxos classical music spotlight podcast
325,claude gervaise
326,m.0kfyrvl
327,christopher tye
328,w.a. mozart
329,181-classicalguitar
330,m.05bvjyj
331,m.01066gq_
332,m.0gk8sny
333,m.010wt7yh
334,his music has been studied through the centuries as a model of counterpoint.
335,m.010g0hqj
336,laced/unlaced
337,m.0105bzh0
338,lodovico grossi da viadana
339,songs from the labyrinth
340,magnificat
341,claudio monteverdi
342,"in his sacred music, palestrina refined polyphonic techniques to produce a 'seamless' texture, noble and restrained, with all voices perfectly balanced."
343,m.011sf4j6
344,francesco de layolle
345,kidney cancer
346,luca sterbini
347,mostly classical on sky.fm
