node_id,node_attr
0,timothy hawking
1,m.05swsjq
2,lou gehrig
3,place of birth
4,stephen hawking
5,m.0rvpv1n
6,david brin
7,judaism
8,stefano borgonovo
9,amyotrophic lateral sclerosis
10,lucy hawking
11,stephen hawking and lucy hawking nasa 2008
12,events in 2011 and forthcoming book strengthen james baldwin's legacy
13,biography
14,stephen hawking and the theory of everything
15,documentary film
16,a briefer history of time
17,m.0db8_q
18,scientist
19,news
20,arthur schopenhauer
21,david hume
22,immanuel kant
23,monomelic amyotrophy
24,book edition
25,galileo galilei
26,parents
27,white people
28,aortic aneurysm
29,paul dirac
30,"five years earlier, de broglie had proposed a model of the electron which said it also had wave-like properties  (a major break from the bohr model of the atom)."
31,aristotle
32,raymond laflamme
33,academic
34,plato
35,mathematician
36,m.0_z7gp2
37,inflation with negative lambda
38,physicist
39,m.010flybs
40,male
41,barrett's esophagus
42,hawking radiation
43,literature subject
44,mechanical ventilation
45,john stuart mill
46,bertrand russell
47,author
48,writer
49,allan niblo
50,united kingdom
51,albert einstein
52,country of nationality
53,the no-boundary measure in the regime of eternal inflation
54,thomas hertog
55,new york city
56,m.09xml9s
57,dawn clark netsch
58,hawking
59,country of origin
60,m.0y4ln9f
61,prince of asturias award for concord
62,robert webber
63,m.010p6nm2
64,2013 edinburgh international film festival
65,christopher reeve
66,m.04hdd_0
67,karl popper
68,die offene gesellschaft und ihre feinde
69,directed by
70,end date
71,date/time
72,kathleen kennedy
73,amblin entertainment
74,georg wilhelm friedrich hegel
75,carl sagan
76,novelist
77,dennis w. sciama
78,m.02kq2hv
79,m.010p6ljk
80,kiersten fay
81,united states of america
82,m.0x21jn_
83,albert einstein award
84,søren kierkegaard
85,michael goldsmith
86,m.040px68
87,voice
88,genius of britain
89,m.0gw5y70
90,bathilda bagshot
91,ludwig wittgenstein
92,austria
93,bill stewart
94,london
95,university of cambridge
96,astrophysicist
97,curt michel
98,the grand design
99,english language
100,m.010p6hnw
101,laura ernst
102,science
103,albert einstein medal
104,m.09ytnsk
105,entertainment weekly annotation index
106,m.047xw_0
107,a.j. ayer
108,m.02kq0f5
109,barth netterfield
110,bernard delfont
111,dirac equation
112,steven soter
113,tetraplegia
114,m.0101ddrk
115,m.094k5xq
116,a brief history of time
117,m.01659y
118,female
119,multiple sclerosis
120,agnosticism
121,religion
122,edited by
123,film
124,milton friedman
125,brain tumor
126,neurosurgery
127,andrey korotayev
128,m.05swryl
129,m.0ccrdp_
130,m.03lcdch
131,a stubbornly persistent illusion
132,a stubbornly persistent illusion : the essential scientific writings of albert einstein
133,cosmologist
134,robert rabilizirov
135,mary hawking
136,frank hawking
137,"trinity hall, cambridge"
138,objektive erkenntnis
139,paresthesia
140,m.01067d93
141,children
142,person
143,brave new world with stephen hawking
144,music by
145,video game developer
146,published
147,robert anton wilson
148,microsoft research
149,m.062sc_k
150,shaun cole
151,m.09wvnm_
152,skin cancer
153,philip glass
