node_id,node_attr
0,m.0jwm_5y
1,1st annual grammy awards
2,i'll chase the blues away
3,mary lou williams
4,female
5,wynton marsalis
6,jazz
7,"ray brown, jr."
8,musician
9,stone cold dead in the market
10,tympany five
11,m.0bnk0zl
12,ella fitzgerald
13,"ella was one of the honorary pallbearers at armstrong's funeral in 1971, along with crosby, pearl bailey, johnny carson, and dizzy gillespie."
14,"it was a major hit, and the duo later recorded ella and louis again and porgy and bess, in addition to their performances together."
15,i'll never be free
16,terence blanchard
17,composer
18,joan baez
19,folk music
20,songs recorded by ella fitzgerald
21,dick justice
22,united states of america
23,dream a little dream of me
24,dean martin
25,martini in the morning
26,jaco pastorius
27,norman granz
28,verve
29,m.0jx2rq5
30,classic soul network
31,broadcast content
32,m.0v_s77d
33,him/herself
34,m.0pql3c3
35,inglewood park cemetery
36,mel tormé
37,digital iii at montreux
38,m.0k06gqp
39,m.0rvzkhx
40,stars fell on alabama
41,m.0nclrh5
42,bill evans
43,temperance fitzgerald
44,height
45,st. louis blues
46,english language
47,undecided
48,patootie pie
49,petootie pie
50,"ella, elle l'a"
51,john coltrane
52,gender
53,m.0jmyvk7
54,charles mingus
55,country of nationality
56,duke ellington
57,date of birth
58,oscar peterson
59,the ladies sing jazz: vol. 1
60,m.0jmyvjx
61,glenn miller / benny goodman
62,musical album
63,marion harris
64,actor
65,m.0j4jlqn
66,location of ceremony
67,soulfulclassicjazz.com radio
68,aura urziceanu rully
69,m.0b0g9vj
70,reprise records
71,m.0_y7325
72,radioio vocal jazz
73,clifford brown
74,new york city
75,whitney houston
76,aretha franklin
77,sonny rollins
78,"august 1956 also saw the first of her highly successful recordings with her friend louis armstrong: the album ella and louis, with oscar peterson, buddy rich, herb ellis, and ray brown."
79,m.0c10l_t
80,peter cincotti
81,singer
82,g.1255xxjjv
83,the best is yet to come
84,m.0k06p_v
85,m.0k0c_k1
86,grammy award for best improvised jazz solo
87,vocal jazz
88,musical genre
89,kevin mahogany
90,let no man write my epitaph
91,film
92,james taylor
93,sarah vaughan & other jazz divas
94,record label
95,dave brubeck
96,male
97,rod stewart
98,benny goodman
99,heart attack
100,m.0_h6pqx
101,ella swings brightly with nelson
102,billy stewart
103,donald byrd
104,hard bop
105,shiny stockings
106,'tain't what you do (it's the way that you do it)
107,t'ain't what you do (it's the way that you do it)
108,pablo records
109,"satch\"" and \""josh\"""
110,m.0bnht2g
111,m.010661t4
112,nme awards 1963
113,m.0dwggys
114,decca records
115,joe williams’ blues
116,g.11b5m44sj0
117,everybody step
118,m.012snp9v
119,love you're just a laugh
120,chick webb and his orchestra
121,m.04yv88q
122,m.0zmwh4x
123,ceremony
124,3rd annual grammy awards
125,summertime
126,london
127,musical artist
128,m.0w2jh5c
129,episode #1.8
130,tony bennett
131,m.0s91sqn
132,improvisation
133,natalie cole
134,m.0jxmbbw
135,m.09xyq93
136,ella & basie: on the sunny side of the street
137,tampa
138,m.0_hmtl6
139,ella swings lightly
140,i can't stop loving you
141,jimmy scott
142,place of death
143,let's call the whole thing off
144,m.04q4l8q
145,official website
146,fats navarro
147,patti austin
148,"by the time of her death in 1996 at age 78, fitzgerald had become one of the best-known and admired singers in the world."
149,m.0c10m1r
150,period (end)
151,date/time
152,michel berger
153,ravi shankar
154,m.0s91sj7
155,toni braxton
156,piano
157,304px-youngella.jpg
158,m.04pl8mv
159,children
160,person
161,compilation album
162,grammy award for best jazz vocal album
163,m.0l3cwyh
164,m.0b0g9vr
165,m.0k03qly
166,a perfect match: ella and basie
167,isn't this a lovely day (remix)
168,louis armstrong
169,methodism
170,wesley's chapel
171,shirley horn
172,m.04m0126
173,my wild irish roses
174,stompin' at the savoy
175,count basie
176,alma cogan
177,taurus
178,taurus barbie doll #c6254
179,"her early projects for verve included some of her most important and influential recordings, a series of \""songbooks\"" dedicated to major american songwriters such as cole porter (1956), duke ellington (1956- 1957), and george gershwin and ira gershwin (1959)."
180,m.0c10lzk
181,tenderly
182,g.1yg95r8k8
183,blue lou
184,musical recording
185,2nd annual grammy awards
186,traditional pop music
