node_id,node_attr
0,elizabeth ann d'agostino
1,place of birth
2,wsoc
3,mark wills
4,willie nelson
5,date of birth
6,still
7,country
8,alan jackson
9,icountry radio
10,kmps
11,jo dee messina
12,jimmy buffett
13,musician
14,over and over
15,"hot 97, volume 45"
16,kilt
17,broadcast content
18,tim mcgraw
19,real good man
20,gotradio - todays country
21,sara evans
22,m.0942ykm
23,entertainment weekly annotation index
24,m.0wp6sp8
25,heidi newfield
26,1.fm absolute country hits
27,over & over
28,pam tillis
29,country of nationality
30,she is
31,radioio todays country
32,brad martin
33,singer
34,musicians and singers
35,country music association award for male vocalist of the year
36,m.0zf_9cl
37,start
38,city/town/village
39,m.0_y3pxw
40,30th academy of country music awards
41,my best friend
42,musical album
43,m.0jm778f
44,pamela anderson/tim mcgraw
45,m.0v9996c
46,audrey caroline mcgraw
47,billy ray cyrus
48,country pop
49,"cold, cold heart"
50,musical recording
51,chris ledoux
52,wycd
53,montgomery gentry
54,sundown heaven town
55,shania twain
56,songwriter
57,m.0wpv8jz
58,julian king
59,kenny loggins
60,rock music
61,radioio bluegrass
62,lee brice
63,profession
64,m.09wjqt8
65,kenny chesney
66,la's hot country
67,kupl
68,clint black
69,miranda lambert
70,jewel
71,gender
72,nine lives
73,joe elliott
74,knci
75,keith urban
76,rodney crowell
77,please remember me
78,george harrison
79,181-kickincountry
80,dierks bentley
81,southern rock
82,m.0b496d0
83,lee roy parnell
84,1club.fm: hit kicker
85,leann rimes
86,greatest hits
87,m.0zgpb9l
88,m.0105d827
89,tameron hedge
90,big machine records
91,m.011p497z
92,blake shelton
93,m.0946sc4
94,rick schroder directs tim mcgraw in boxing movie
95,m.094f1mq
96,john michael montgomery
97,james stroud
98,m.0yvtvbz
99,"i like it, i love it"
100,2007 country music association awards
101,m.0zfzbrq
102,lionel richie
103,orsradio.com oldies
104,all i want is a life
105,lorrie morgan
106,1.fm classic country
107,james canter
108,m.0dh5crx
109,darran smith
110,m.0wsmmb9
111,"limited edition: greatest hits: volumes 1, 2 & 3"
112,tim mcgraw and the dance hall doctors
113,g.125d1f59f
114,american music awards of 2003 (january)
115,m.0zbk17r
116,tug mcgraw
117,m.06rk9bj
118,travis tritt
119,wqyk
120,joan osborne
121,folk music
122,jason aldean
123,trisha yearwood
124,hellhound radio
125,cross canadian ragweed
126,m.0n29nb7
127,winning work
128,louisiana
129,united states of america
130,m.0zbk6x5
131,sammy kershaw
132,ricky van shelton
133,delhi
134,g.11x1m8sn4
135,american music awards of 2003 (november)
136,m.0zbjpwm
137,m.0_y3v6j
138,academy of country music award for album of the year
139,wusn
140,wusn.png
141,site of the day: vote for gac's top 20 love songs
142,m.09y8w62
143,taylor swift
144,.977 the country channel
145,m.0yvcvgn
146,shane drake
147,m.0_g60nk
148,tracy byrd
149,byron gallimore
150,new york city
151,m.0v49bst
152,marriage
153,tim mcgraw bucks tradition
154,m.094d4y3
155,1.fm country
156,m.09wp17g
157,kenny rogers
158,carrie underwood
159,wkqc
160,m.0bw1240
161,m.0zg12t7
162,mike curb
163,m.09ykzhp
164,big r radio - star country
165,wirk
166,lonestar
167,curb records
168,m.0z7sdk9
169,m.09x_1wm
170,southern voice
171,album
172,1999 country music association awards
173,m.0zg0h9c
174,sail on
175,cowboy cultural society
176,m.09413y8
177,retro fm
178,m.0z7sr_q
179,33rd academy of country music awards
180,patty loveless
181,laura marano
182,eddie rabbitt
183,tim mcgraw 2009 concert tour
184,m.062_9n9
185,gwyneth paltrow
186,m.0zbhqkp
187,american music award for favorite country male artist
188,craig morgan
189,kfrg
190,sugarland
191,david ball
192,eagles
193,m.0zbh9v0
194,american music awards of 2007
195,shenandoah
196,pat green
197,faith hill
198,eric church
199,reba mcentire
200,radioio country mix
201,josh gracin
202,1.fm disco ball
203,maybe we should just sleep on it
204,single
205,rascal flatts
206,brad paisley
207,m.0y_qqqt
208,actor
209,m.0zb6kc_
210,.997 radiostorm oldies
211,gretchen wilson
212,donnie van zant
213,just to see you smile
214,martina mcbride
215,female
216,m.0rqqg5b
217,charlotte
218,steve holy
219,m.0zbk8tn
220,dwight yoakam
221,male
222,suit
223,m.0_g7dm7
224,m.09zvpj4
225,my little girl
226,2013 country music association awards
227,1club.fm: ladies of country
228,m.0949dv8
