node_id,node_attr
0,m.0mx6j17
1,to
2,2011 stanley cup finals
3,end date
4,boston
5,boston bruins
6,zach hamill
7,athlete
8,m.0y43_m8
9,phil kessel
10,right wing
11,michael hutchinson
12,canada
13,m.0yvjsbn
14,m.0j2ky0n
15,milan lucic
16,torey krug
17,ice hockey player
18,andrej meszároš
19,2003 ncaa men's division i basketball tournament
20,male
21,harry sinden
22,td garden
23,sports facility
24,aaron johnson
25,defenseman
26,don cherry
27,massachusetts
28,new england
29,florida panthers
30,eastern conference
31,jeremy jacobs
32,anton khudobin
33,goaltender
34,carl söderberg
35,shawn thornton
36,left wing
37,m.0vtv7f6
38,university of new hampshire
39,m.0py3wgc
40,jack crawford
41,m.0bbbj40
42,zdeno chára
43,m.0283jj
44,niklas svedberg
45,zach trotman
46,m.0z9zt9n
47,kevan miller
48,david krejčí
49,date of birth
50,country of nationality
51,m.0w_jy9l
52,boston garden
53,m.0qs8jm7
54,m.01210qh6
55,malcolm subban
56,pick
57,united states of america
58,katie louise jacobs
59,1972 stanley cup finals
60,sports league championship event
61,lane macdermid
62,left-handed
63,steven kampfer
64,greg zanon
65,m.0j2bdzm
66,alex campbell
67,m.05sww3j
68,northeast division
69,mechanical bull tour
70,m.0c5639r
71,ice hockey
72,vancouver canucks
73,tim thomas
74,boston's greatest sports stories: beyond the headlines
75,m.0h4nv5_
76,justin florek
77,jarome iginla
78,position
79,m.05kcglw
80,kyle mclaren
81,1941 stanley cup finals
82,2003 ncaa men's division i basketball tournament- east regional first round
83,hershey bears
84,head coach
85,metropolitan division
86,columbus blue jackets
87,matt fraser
88,chris bourque
89,m.0rg071p
90,m.0j26ykl
91,m.0z2pd6s
92,m.05sww5y
93,suffolk county
94,m.05sww5q
95,46th national hockey league all-star game
96,blind river
97,claude julien
98,m.02h5nst
99,english language
100,bill guerin
101,m.0j26ylc
102,daniel paille
103,m.0mz94vb
104,jay pandolfo
105,m.0gc0z2b
106,carolina hurricanes
107,jamie tardif
108,andrew ference
109,m.0mx827c
110,m.0s9dr_w
111,professional sports team
112,owner(s)
113,m.05sww2s
114,m.0j357zx
115,pittsburgh penguins
116,topic
117,m.0vmv_47
118,m.05swv_s
119,m.02h5lcy
120,m.0jwhrlw
121,recreation
122,toronto maple leafs
123,atlantic division
124,m.0n5hd48
125,indiana-alabama 2003 ncaa men's division i basketball tournament game
126,m.0j357_1
127,stanley cup
128,national hockey league
129,m.0clmg5x
130,ice hockey coach
131,hannu toivonen
132,nhl slapshot
133,brian rolston
134,craig cunningham
135,david warsofsky
136,m.0mx74js
137,boston braves
138,mark recchi
139,sports team
140,trent whitfield
141,2004 democratic national convention
142,m.0gm1tdd
143,number
144,m.0yx5m0k
145,washington capitals
146,new york times
147,m.04225yb
148,m.0vttfbk
149,brian mcgregor
150,m.0wjgvsn
151,m.0py3ybd
152,ryan spooner
153,nick johnson
154,m.0w_9hcb
155,place of birth
156,gerry cheevers
157,g.125c1dhsv
158,m.0w_9l2w
159,chris kelly
160,benoît pouliot
161,m.02h5lbm
162,m.04zj17w
163,nominated work
164,m.0w465nz
165,wrestlemania xiv
166,documentary film
167,jaromír jágr
168,team
169,m.0h1101f
170,matthew lindblad
171,m.05sww30
172,m.02_ttqd
173,film
174,m.04ddylh
175,tales from the boston bruins
176,tuukka rask
177,mike moore
178,m.0j357zr
179,kaspars daugaviņš
180,1929 stanley cup finals
181,m.02rnkk5
182,bobby orr
183,m.0zn95h3
184,nathan horton
185,marc savard
186,m.0j8ntc1
187,bep guidolin
188,m.0sgbb7p
189,m.03pf6ls
190,buffalo
191,andrew bodnarchuk
192,m.0w_9c93
193,m.0sg7pgf
194,cincinnati-george mason 1999 ncaa men's division i basketball tournament game
195,m.0j26ymd
196,m.0w5pn50
197,m.0glrlkh
198,centerman
199,boston celtics
200,bobby robins
201,m.0ydsv_g
202,m.0vsllwk
203,m.0j8d227
204,m.0n4tf0f
205,m.0w_b0mm
206,m.0w_9zq2
207,wade redden
208,2013 espy awards
209,definition
210,byron bitz
211,carter camper
212,buffalo sabres
213,2003  ncaa men's division i basketball tournament- east regional second round
214,reilly smith
215,brad marchand
216,nsync in concert
217,1977 nhl amateur draft
218,m.0gy_szq
219,m.0_vq302
220,m.05kc7d5
221,blades the bruin
222,mascot
223,m.0j26yl4
224,tampa bay lightning
225,m.05kcgp6
226,m.0ztz2w4
227,1971–72 nhl season
228,m.0h4nlpp
229,m.09xx6mw
230,m.0j20kht
231,m.0zv3_ps
232,michael ryder
233,tyler seguin
234,m.0j26ylw
235,purdue-miami-florida 1999 ncaa men's division i basketball tournament game
236,m.03lnmx8
237,ufc fight night: mcgregor vs. siver
238,patrice bergeron
239,rich peverley
240,start date
241,m.0j26ym5
242,m.0rpzb2f
243,coach
244,matt bartkowski
245,m.0wjgvv2
246,m.0c79jh
247,m.0j26yn1
248,m.0j8sz_r
249,m.03l6ds_
250,m.0t5rqtg
251,m.05sww3s
252,g.125dsx3g8
253,area codes 617 and 857
254,m.0_scjtd
255,m.0j26ykw
256,"mythology tour, boston"
257,1939 stanley cup finals
258,m.03c6y4r
259,m.0w_jyb6
260,hartford whalers
261,school/institution
262,joe morrow
263,1952 nba all-star game
264,m.0py3_y8
265,marty turco
266,montreal canadiens
267,corey potter
268,m.0b68yj4
269,slovakia
270,m.04zjfxd
271,"viva la vida world tour, boston, ma - october 29, 2008 concert"
272,m.0h0_y_9
273,a concrete building situates across a narrow street and a lawn
274,m.0w5pnvd
275,g.12570qvq3
276,new york rangers
277,m.0_vq2gk
278,alexander khokhlachev
279,m.0107hsc8
280,chad johnson
281,m.03cf4hj
282,joe corvo
283,m.0py3sfw
284,m.0crv5v1
285,garnet exelby
286,"viva la vida world tour, boston, ma - august 4, 2008 concert"
287,ralph cox
288,m.0j26yk4
289,josh hennessy
290,philadelphia flyers
291,m.02p70mh
292,g.125br8jr8
293,kerry keene
294,2011 espy awards
295,sports
296,don cherry's hard-hitting hockey 3
297,m.0w_jqnb
298,"the circus tour boston, ma concert"
299,m.05t8522
300,winger
301,m.0j268y9
302,g.1258315cn
303,sports stories
304,m.0d665yt
305,syracuse-oklahoma state 2003 ncaa men's division i basketball tournament game
306,m.0znnsl3
307,dougie hamilton
308,location(s)
309,m.0n1jxkv
310,m.0j2zt
311,m.0j7sgvm
312,2003 ncaa men's division i basketball tournament- midwest regional first round
313,teams owned
314,m.0_kq3qf
315,dennis seidenberg
316,adam mcquaid
317,m.0j357zl
318,2003 ncaa men's division i basketball tournament- midwest regional second round
319,stan fischler
320,loui eriksson
321,m.02h5np4
322,player
323,1970 stanley cup finals
324,m.0j2cdrc
325,johnny boychuk
326,jordan caron
327,outstanding team espy award
328,m.0wkh9zy
329,2013 stanley cup finals
330,best game espy award
331,g.1258m2jn7
332,nhl 2k11
333,organization leader
334,ryan fitzgerald
335,stanley cup finals
