node_id,node_attr
0,james glover
1,male
2,chris welch
3,m.0zd08ht
4,m.0zctzbs
5,anderson cooper
6,m.0z9sv7t
7,year
8,sam feist
9,m.0z80kcf
10,seth meyers
11,television producer
12,m.0ywvcmb
13,news & documentary emmy award for outstanding live coverage of a current news story – long form
14,charlie moore
15,m.0zf_p9_
16,trish turner
17,leslie perrot
18,lisa morin
19,female
20,hans christian andersen
21,dyslexia
22,m.0j3l6m5
23,anderson cooper 360° - season 7
24,helen b. taussig
25,34th news & documentary emmy awards
26,kirk mcdonald
27,danielle dellorto
28,m.0zb376j
29,mary anne fox
30,liz lemon
31,writer
32,m.09ypp_6
33,sean yates
34,place of birth
35,vanderbilt family
36,g.125b_vkl3
37,correspondent
38,m.0zl3m4k
39,carl graf
40,tv producer
41,country of nationality
42,m.09ywdkg
43,entertainment weekly annotation index
44,john t. chambers
45,united states of america
46,m.0zf5vjf
47,jeremy brett
48,m.0h14sd1
49,linda roth
50,new haven
51,m.0k2y3l7
52,amy pecorino
53,date of birth
54,gloria vanderbilt
55,pisces
56,james kraft
57,chris lawrence
58,journalist
59,m.0gx9dnh
60,"vietnam national university, hanoi"
61,college/university
62,soledad o'brien
63,gilbert de la rosa
64,m.0zbrc0y
65,m.0z9wr4_
66,kerry rubin
67,m.0zdb9pg
68,author
69,ted fine
70,m.0bj5fmz
71,christopher stokowski
72,salma hayek
73,model
74,anthony hopkins
75,english language
76,m.09w_3tr
77,m.09w18p5
78,gena somra
79,film producer
80,new york city
81,m.0zfmdfz
82,university yale
83,mike roselli
84,m.0ymbp8r
85,nominated work
86,ali larter
87,parisa khosravi
88,andy court
89,person
90,john irving
91,ted cole
92,mark preston
93,chuck hadad
94,emily atkinson
95,melanie buck-parks
96,m.0zd29yb
97,channel one news
98,m.0znysl7
99,guy ritchie
100,kiersten fay
101,waffa munayyer
102,lou dobbs
103,paul oakenfold
104,actor
105,bathilda bagshot
106,leah smith
107,ron livingston
108,parents
109,anderson live
110,telepictures
111,susan sobocinski
112,m.0j8mfl_
113,m.0bvzsgs
114,m.0v_3b3z
115,steve dolce
116,reginald claypoole vanderbilt
117,m.0z7_snj
118,award category
119,events in 2011 and forthcoming book strengthen james baldwin's legacy
120,m.010b13c2
121,oliver stone
122,screenwriter
123,katie ross
124,m.0lt9ky2
125,eric sherling
126,cynde strand
127,m.0z80lv_
128,rick dibella
129,shlomo moussaieff
130,armie jarin-bennett
131,kara kasarjian
132,m.0yx52b9
133,rachel streitfeld
134,carey bodenheimer
135,human language
136,topic
137,jeff kepnes
138,tom fenton
139,dave castelein
140,presenter
141,spokesperson
142,jay leno
143,lew m. parry
144,ben wedeman
145,trumbull college
146,jill dougherty
147,m.0hj8kz9
148,people's choice award for favorite daytime tv host
149,bill owens
150,gender
151,m.0zf5w4m
152,paul steinhauser
153,m.0y5s796
154,winning work
155,lindsay wagner
156,jason rovou
157,alta spells
158,lee ryan
159,dan evans
160,m.011mdcv5
161,the 4th annual cnn heroes: an all-star tribute
162,internship
163,m.0gx9chv
164,all about ah-long
165,vietnamese language
166,children
167,orlando bloom
168,m.09nylx0
169,wyatt emory cooper
170,jamie oliver
171,candace pickett
172,david doss
173,m.0bx14d1
174,latin alphabet
175,newsnight with aaron brown
176,m.0bx2tjy
177,diana miller
178,broadcaster
179,william kissam vanderbilt ii
180,devon m. sayers
181,dominic swann
182,dwayne dye
183,jill billante
184,m.0zdb5zs
185,award
186,jill chappell
187,connecticut
188,penny manis
189,tom cruise
190,catholicism
191,m.0107yk_7
192,lisa ort
193,dan humphrey
194,clayton nagel
195,g.1258246j8
196,kate lunger
197,m.09nylxd
198,turner bridgforth
199,muriel vanderbilt
200,m.09xxv7s
201,adopting haiti
202,woman to woman
203,eric o'carroll
204,wojciech treszczynski
205,channing tatum
206,william henry vanderbilt iii
207,steve brusk
208,ozzy osbourne
209,eva nordstrom
210,michael h. gavshon
211,m.0zct277
212,lucy spiegel
213,gloria borger
214,m.0zfq3pk
215,27th news & documentary emmy awards
216,alina gracheva
217,m.0bvvh9w
218,show #2444
219,m.0ndvfzd
220,scott masterson
221,wolf blitzer
222,bob kovach
223,terry baker
224,susan chun
225,m.0yvylg6
226,m.0zf_8th
227,m.09w97c2
228,"ratings: cbs wins weekend with '60 minutes,' 'numb3rs'"
229,vishpal mapara
230,patrick dempsey
231,ivan watson
232,m.0z9nfsv
233,alyssa milano
234,m.0yvyt4j
235,reza sayah
236,m.0yvfw8q
237,robert j  shattuck
238,lori chapman
239,anderson cooper 360°
240,m.09nylxs
241,sara yeglin
242,jackie puskas
243,m.0bvwymb
244,m.09w5z21
245,will king
246,north america
247,cornelius vanderbilt whitney
248,m.04hv_m7
249,noel gallagher
250,m.07ndk95
251,sara sidner
252,josh rubin
253,m.09w5svj
254,michelle nowak
255,kathy gulinello
256,scott quinnell
257,alexander marquardt
258,jennifer cooke
259,m.05mmm02
260,gus serrano
261,jackie burkhart
262,anderson live - season 1
263,kathleen friery
264,olav v of norway
265,m.09xppdn
266,jerry simonson
267,john de lancie
268,g.125bt8xwf
269,ben way
270,m.0113n5qf
271,christian hudson
272,m.0bv_x1h
273,10/12/04
274,george washington vanderbilt iii
275,newscaster
276,eli lazar
277,andrew dornenburg
278,joanna moel
279,janelle rodriguez
280,jeremy yablan
281,pete hornberger
282,sharon isbin
283,irving g. thalberg memorial award
284,christiane amanpour
285,alan silverleib
286,barclay palmer
287,ferre dollar
288,visual verbal agnosia
289,stephanie gallman
290,lemony snicket
291,black market babies scandal
292,harold stirling vanderbilt
293,terence noonan
294,m.0j8mfnx
295,united states dollar
296,m.09x_cmy
297,cop on a mission
298,m.09xj155
299,alex wellen
300,amir ahmed
301,rich phillips
302,frederik pleitgen
303,m.09w7f9m
304,bronwyn mclaren
305,david lempert
306,m.09ys0b3
307,david di donatello for best producer
308,m.0v3rdg7
309,"john spencer-churchill, 10th duke of marlborough"
310,celebrity
311,celebrity rivals
312,stephen j. cannell
313,david puente
314,m.010680w0
315,audrey gruber
316,katy byron
317,quitman
318,new year's eve live
319,tv program
320,the buffalo boy
321,"dispatches from the edge: a memoir of war, disasters, and survival"
322,non-fiction
323,arwa damon
324,ceremony
325,jane maxwell
326,brandon m. dennis
327,paul ferguson
328,jack gray
329,news & documentary emmy award for outstanding coverage of a breaking news story in a regularly scheduled newscast
330,willem johan kolff
331,news & documentary emmy award for best story in a regularly scheduled newscast
332,gavin newsom
333,gary tuchman
334,m.0114tvxy
335,deborah rayner
336,date/time
337,co-host alexa chung | human lie detector janine driver | kenny rogers
338,m.09x039f
339,joe johns
340,m.0z7_vx2
341,news & documentary emmy award for outstanding news discussion & analysis
342,david perozzi
343,campbell brown
344,trisha henry
345,roger clark
346,vaughn sterling
347,m.0bvy786
348,"colin quinn, anderson cooper, a.r.e. weapons"
349,dana milbank
350,ryan chilcote
351,jordana miller
352,m.0pbkmlf
353,archive footage
354,stacy rollins
355,laura bernardini
356,the approaching 100th anniversary of the harlem renaissance (part 2)
357,richard morris
358,joseph fiennes
359,m.09wz911
