node_id,node_attr
0,fearless tour
1,concert tour
2,willie nelson
3,date of birth
4,kilt
5,broadcast content
6,bad blood
7,max martin
8,mean
9,speak now
10,gotradio - todays country
11,sara evans
12,a place in this world
13,indie pop
14,new wave
15,picture to burn
16,taylor swift
17,red
18,single
19,fearless
20,stephen melton
21,united states of america
22,kendrick lamar
23,gender
24,m.0t_nw_8
25,back to december
26,m.012bm2v1
27,miley cyrus
28,m.06461k9
29,change
30,english language
31,pam tillis
32,country of nationality
33,m.0yvhwtl
34,i knew you were trouble
35,dubstep
36,should’ve said no (alternate version)
37,musical recording
38,m.011wx6cf
39,dance-pop
40,g.1254y3gfk
41,bubblegum pop
42,k-pop
43,billy ray cyrus
44,country pop
45,m.0nfm_m3
46,american music awards of 2009
47,38th people's choice awards
48,m.0hy_qj1
49,fifteen
50,story of us
51,the story of us
52,lee brice
53,profession
54,christmas must be something more
55,song
56,we are never ever getting back together
57,g.12559j4jz
58,miranda lambert
59,cmt crossroads
60,jewel
61,you're not sorry
62,you're not sorry (csi remix)
63,sad beautiful tragic
64,knci
65,keith urban
66,181-kickincountry
67,long live
68,dierks bentley
69,t bone burnett
70,parents
71,composition
72,safe & sound
73,"safe & sound (new broadcast version of \""the hunger games: songs from district 12 and beyond\"")"
74,place of birth
75,tim mcgraw
76,ours
77,g.1259w1_r8
78,m.0114tw7f
79,glen campbell: i'll be me
80,m.0105d827
81,tameron hedge
82,m.0v90rfz
83,big machine records
84,m.011p497z
85,m.0w9zqq2
86,b.o.b
87,the 1989 world tour
88,the way i loved you
89,liz rose
90,cold as you
91,you belong with me (behind the scenes)
92,m.07xzqvp
93,22
94,begin again
95,"the red tour, bangkok"
96,the red tour
97,james taylor
98,travis tritt
99,wqyk
100,the lorax
101,m.0w9zp8t
102,studio album
103,ronan
104,trisha yearwood
105,2013 billboard music awards
106,m.0v90nz4
107,treacherous
108,dan wilson
109,speak now (live 2011)
110,m.0nfmz52
111,harry styles
112,jack antonoff
113,sweeter than fiction
114,2013 radio disney music awards
115,m.0_vmmfp
116,m.0v90np1
117,mine
118,m.0t4rhzj
119,m.0yvcvgn
120,shane drake
121,m.0_g60nk
122,haunted
123,haunted (acoustic version)
124,white horse
125,m.0sgkwnv
126,kids' choice award for favorite song
127,kellie pickler
128,if this was a movie
129,m.0y84qfx
130,ours (live)
131,andrea finlay
132,m.0ncyxsh
133,greg kurstin
134,male
135,you are in love
136,g.11b75qxr09
137,big r radio - star country
138,carrie underwood
139,m.0t_k_yw
140,billboard music award for top billboard 200 album
141,kylie minogue
142,actor
143,love story
144,m.09wz6h3
145,half of my heart
