node_id,node_attr
0,laverne shepherd
1,sherri shepherd
2,liz lemon
3,writer
4,m.0_mgx4j
5,him/herself
6,m.0bmq6kb
7,teri hatcher/shane west
8,think like a man
9,m.0p7gyvv
10,m.03lztq2
11,m.0f_twmt
12,madea goes to jail
13,m.0w30q7t
14,choice clip: sherri shepherd exercises and is the biggest winner
15,m.09yv_59
16,author
17,plan d
18,billie fitzpatrick
19,jeffrey charles tarpley
20,spouse (or domestic partner)
21,m.0k3pbm1
22,fairmont hotel chicago
23,m.09yxz0p
24,"ian mckellen a 'prisoner' of 'the view' this morning: attacks, mistakes, and 'mag-netto'"
25,m.0gk8wxh
26,kiersten fay
27,united states of america
28,m.09yhv_w
29,bathilda bagshot
30,m.0bgq4x0
31,swing out sisters
32,m.0hgs0mj
33,events in 2011 and forthcoming book strengthen james baldwin's legacy
34,paula patton
35,m.09gwy9n
36,place of birth
37,presenter
38,spokesperson
39,jeff tarpley
40,jenny mccarthy
41,gender
42,entertainment weekly annotation index
43,children
44,person
45,soulmate
46,m.0csqys2
47,m.0ggq42p
48,pat benatar
49,broadcaster
50,m.0107yk_7
51,dan humphrey
52,queen of jordan
53,top five
54,english language
55,beverly townsend
56,m.0h35v6d
57,m.0_s6zgn
58,naacp image award for outstanding actress in a comedy series
59,m.0g0l2y2
60,"partly cloudy, with a chance of disaster"
61,suddenly susan
62,precious: based on the novel push by sapphire
63,elisabeth hasselbeck
64,m.0dkh1tm
65,"liev schreiber, lynne spears, guest co-host sherri shepherd"
66,place of death
67,deceased person
68,m.04z9hrz
69,m.07ndk95
70,m.0h35v6t
71,jackie burkhart
72,m.0113n5qf
73,m.04q4r_0
74,"lil wayne on 'the view': drugs, braces, terrible rap-rock"
75,m.09wjyh1
76,cellular
77,m.0h35v5k
78,mo'nique imes-jackson
79,jeremy yablan
80,wednesday 9:30 (8:30 central)
81,lemony snicket
82,date of birth
83,m.0j7r0cq
84,"harry hamlin, lisa rinna, guest co-host sherri shepherd"
85,m.03jpsy8
86,guess who
87,location
88,m.0bjffvz
89,m.03ljlkb
90,m.0dkpfqh
91,m.0bmpx8s
92,sherri
93,comedian
94,the newlywed game
95,brandon m. dennis
96,male
97,m.0zdcpm3
98,(a)sexual
99,m.0m072kv
100,sherri shepherd june 2008
101,m.02g_wm9
102,m.0h35v5z
103,gabby
104,parents
105,m.0k3pbhk
106,marriage
107,tv personality
108,topic
109,the approaching 100th anniversary of the harlem renaissance (part 2)
110,m.0h35vwn
111,m.0bmps63
112,physically instantiable
113,m.09xsrj8
114,guest speaker
115,the passion-driven writer and the digital-age literary marketplace
116,m.010g7mv2
117,m.09x1cnz
118,"daytime emmy awards 2009 winners include 'bold and the beautiful,' tyra banks, and 'the view' hosts"
119,sherri robinson
120,m.07y8wv9
121,siblings
122,barbara walters
123,talk show host
124,the wedding bells
125,m.0h35w0c
126,m.0lnr0y6
127,m.0bmr0yh
128,m.0g095c9
129,victoria carlson
130,m.0bms3tn
131,"neil patrick harris, sherri shepherd, hellogoodbye"
132,m.0bmpc8q
133,adrien brody/sherri shepherd
134,m.0bmlf9b
135,catherine zeta-jones/sherri shepherd/dylan walsh/david gray
136,m.0c5nqtf
137,joy behar
138,m.01066y8f
139,m.0dj2h10
140,g.12h2xd65p
141,m.0bmpw8f
142,m.0g0fnf_
143,"guest co-host sherri shepherd, hugh jackman, rachel weisz, robert verdi"
144,"'the view' and donald trump: fireworks, but not the ones you'd expect"
145,m.09ywkvv
146,country of nationality
147,m.0lw6vwq
148,m.0gb22cp
149,"kate gosselin co-hosting 'the view' this morning: mocks madonna, answers 'people who say just stop' filming 'jon and kate'"
150,m.09yxh9r
151,jaded cashier
152,the trouble with normal
153,ernest pratt
154,m.0dh5l4l
155,"when it rains, it pours"
156,african american
157,jack gets in the game
158,m.0njc6wy
159,whoopi goldberg
160,aaron morris
161,m.0cq5nft
162,m.09xxqph
163,next week on 'the view': nicolaus copernicus!
164,m.0h35v_q
165,g.125bfnthb
166,m.0bgxv2l
167,the shower
168,m.0dkspfy
169,public speaker
170,profession
171,m.0h35vv_
172,m.010g7mmr
173,m.0bmz1dz
174,m.0106hqvk
175,country
176,location of ceremony
177,j. j. woods – author - the forgotten covenant
178,blagojevich is 'king' for 'today': my 'view'
179,m.09yw060
180,m.02pm45p
181,female
182,the view - season 16
183,m.05sshqp
184,marcie walsh mcbain
185,screen actors guild award for outstanding performance by a cast in a motion picture
186,m.0dks4zf
187,"laila ali, joey fatone, elizabeth mitchell, alicia silverstone, guest co-host sherri shepherd"
188,m.09wtr5w
189,voice
190,tough love from author enablers helps get the writing job done
191,toby isaacs
192,m.0106hk42
193,cheryl / mery
194,m.0j3jwyr
195,host
196,m.0h35vzn
197,mariah carey
198,m.0107ykbq
199,m.0cgr7wy
200,the view
201,the view - season 15
202,tv actor
203,agent
204,chicago
205,m.04m8gmd
206,m.0bmnw4p
207,ma$tadon
208,town crier
209,m.0h35v_1
210,m.0bgybd6
211,m.0bmmcmn
212,lula
213,m.0gvxn74
214,m.0bgsfmz
215,"jack coleman, guest co-host sherri shepherd"
216,m.09yw7dj
217,master of ceremonies
218,m.010g307h
219,41st daytime emmy awards
220,m.0bgplyb
221,rip city
222,m.0m06y47
223,guy smiley
224,m.010543ty
225,"\""strickly o.g' remind-u"
226,m.0g0jyj1
227,actor
228,chris free
229,book
230,published
231,auguste gusteau
232,m.0bgrd5l
233,16th screen actors guild awards
234,julia child
235,m.070zb3j
236,announcer
237,"lucy liu, michael urie, guest co-host sherri shepherd"
238,m.0h35w1p
239,m.0bmpj2y
240,ricky martin/sherri shepherd
241,m.0_r5r32
242,m.09dxcy8
243,m.0g06vph
244,the fantasy
245,m.09xq0rp
246,m.0_z3b9n
247,cleghorne!
248,elisabeth hasselbeck eats post-election crow on 'the view'
249,m.09y6jk9
250,sports commentator
251,mouth mcfadden
252,m.0g0mw58
253,m.0h35v4p
254,woman at golf course
255,m.0c05cnx
256,kilgore trout
257,qāriʾ
258,to
259,mrs. donaghy
260,m.09x6fbl
261,fame & folly
262,m.09ym6c5
263,'sherri' premiere recap: if you like it then you shouldn'ta had a fling on it
264,m.0bgy50v
265,"ll cool j, guest co-host sherri shepherd"
266,m.0g0gr08
267,for whom the bells toll
268,"\""it’s a good thing that he [john galsworthy] and those who answered his call in the twentieth century have given the rest of us tilling fields in the twenty-first century a 90-year head start.\"""
269,hot in cleveland
270,m.01066xp_
271,capitol law
272,date/time
273,señor macho solo
274,m.0h35vx1
275,rhonda
276,m.0h35v7x
277,g.1256h6h7r
278,m.0f_wk_t
279,lenny kravitz
280,m.02f0cv2
281,lucas scott
282,m.0g0k048
283,less than perfect
284,nathaniel
285,radio personality
286,jeremy piven
287,carrie bradshaw
288,m.0h35vxw
289,m.0107yl7s
290,m.0f_x3zt
291,"queen latifah, john travolta, guest co-host sherri shepherd"
292,m.0107yk78
293,m.0121vbzl
294,m.03js4n9
295,ramona platt
296,critics' choice movie award for best acting ensemble
297,m.0dkv8tr
298,joy ride
299,m.0dkk5__
300,lamar sally
301,m.0118m64t
302,angie jordan
303,m.09yftcq
304,shepop: could sherri shepherd be a good thing for lifetime?
305,m.0n1l_45
306,m.0bgs83b
307,greg barker
308,lawrence shepherd
309,m.0dkk7pc
310,m.09wk979
311,m.0g0d0dr
312,joanne walker
313,comedienne
314,m.0h35w0s
315,m.0mvgjd7
316,m.0g00bc4
317,who's your caddy?
318,m.0h35vy8
319,m.0g08mj7
320,naacp image award for outstanding literary work - instructional
321,m.0bgq5_n
322,vj
323,38th daytime emmy awards
324,title
325,emeril
326,ben galley
327,television show host
328,debbie quill
329,m.0n4zzv4
330,abducted: the carlina white story
331,m.0h35vxg
332,holding the baby
333,m.0g0f8zz
334,ann coulter makes elisabeth hasselbeck look sane
335,m.09y8prw
336,wedding from hell
337,m.0dkqyg9
338,musical chairs
339,one for the money
340,"russell brand wears karl marx t-shirt on 'the view,' pushes 'socialist agenda,' and comes on to sherri shepherd: good times!"
341,m.09yxgb7
342,m.0kyv
343,m.05nvlj3
344,cornrows
345,authors frequently mentioned on the web
346,m.0bgqyqp
347,gabourey sidibe
348,"contemporary authors: a bio-bibliographical guide to current writers in fiction, general nonfiction, poetry, journalism, drama, motion pictures, television. vol. 249"
349,m.09ywwx1
350,daytime emmy award for outstanding talk show host
351,m.0dky936
352,m.03jqfm7
353,m.0g0mdnt
354,m.0dkn_wr
355,media personality
356,madagascar: escape 2 africa
357,m.0bgx26s
358,"bernie mac, sherri shepherd, & tegan and sara"
359,m.0w2yknn
360,"sherri shepherd, alex dryden"
361,edgar allan poe
362,m.0108kt7p
363,m.015cjy
364,mva clerk god
365,conferencier
366,m.0w4hz4f
367,florrie
368,celebrity guest
369,45th naacp image awards
370,"“the act of writing itself is much like the construction of a mirror made of words. looking at certain illuminated corners of or cracks within the mirror, the author can see fragments of an objective reality that comprise the physical universe, social communities, political dynamics, and other facets of human existence. looking in certain other corners of the same mirror, he or she may experience glimpses of a true self sheltered deftly behind a mask of public proprieties.”"
371,poker face
372,m.0110yyy8
373,m.09yffs0
374,m.09yxbss
375,kate gosselin as a co-host on 'the view': she and others may make us wish elisabeth hasselbeck a longer maternity leave
376,sergeant judy
377,"february 25, 2003"
378,m.0bmsdvx
379,"jason priestley, sherri shepherd, chris \""kid\"" reid"
380,"“aberjhani's voice should be heard around the world. he is an extraordinarily gifted writer whose words are more than inspirational, intriguing, and eloquent ... they are poetry in motion.”"
381,rappin' drakken
382,36th daytime emmy awards
383,"c-span's lcv 2011 u.s. cities tour wraps up savannah shoot, now in charleston"
384,ted cole
385,ida
386,m.0_z3b3f
387,m.01066x75
388,write that book already!
389,game show host
390,co-host
391,m.04z8llb
392,dealbreakers talk show #0001
393,mary j. blige/sherri shepherd
394,'saturday night live' weekly watch: tracy morgan needed more than big love
395,harmony kendall
396,m.0dk_vxy
397,lifetime orders sherri shepherd pilot
398,m.0bgr3sf
399,memoirist
400,michael palance
401,m.0dkyxkz
402,brendan fraser/shakira/sherri shepherd
403,nina
404,comic book creator
405,joy white
406,m.0dkvt4d
407,41st naacp image awards
408,m.0g0lvtc
409,m.01066xkv
410,m.0f_yd2f
411,m.011f63zj
412,m.0dksk12
413,"alan alda, taylor hicks, guest co-host sherri shepherd"
414,g.1259h0mqt
415,m.0107yk9q
416,m.0108ksq_
417,glynda johnson
418,beauty shop
419,m.0108kqwt
420,m.0_z3bc2
421,tv
422,m.0bmpm6d
423,"\""an author accepting language’s invitation to dance steps onto the floor of his her sensibility-charged consciousness and begins to move instinctively––even if with much dread––in ways that synchronize images, ideas, emotions, sounds, smells, ignorance, and knowledge.\"""
424,guardians in a series of unfortunate events
425,kidney now!
426,people born here
427,"events, books highlight flannery o'connor legacy (part 2) her life and times"
428,ronn torossian
429,m.0109jxv7
430,37th daytime emmy awards
431,m.010hjtv0
432,m.0kcqlbv
433,three publishing trends & their implications
434,cato the younger
435,fonda/evans
436,m.0bgw61s
437,"richard lewis, david tutera, guest co-host sherri shepherd"
438,m.0bgqz6_
439,"bryan fogel, martha stewart, sam wolfson, guest co-host sherri shepherd"
440,m.0bgwdvx
