node_id,node_attr
0,michael baisden
1,writer
2,langston hughes
3,"street scene: act ii, scene 2. no. 21 scene"
4,willie nelson
5,date of birth
6,the other woman
7,soul music
8,sweet soul music
9,wynton marsalis
10,jazz
11,musical artist
12,artist or group
13,the book of negro folklore
14,polk county
15,tryon
16,ronnie spector
17,female
18,m.0j8ftml
19,simone signoret
20,united states of america
21,north carolina
22,i put a spell on you
23,book edition
24,"to be young, gifted and black (live)"
25,"to be young, gifted and black"
26,backlash blues
27,nina simone
28,singer
29,musicians and singers
30,joan baez
31,folk music
32,pianist
33,piano
34,four women
35,song
36,jaco pastorius
37,activist
38,m.0106n63f
39,classic soul network
40,broadcast content
41,guerrilla decontextualization and the 2012 presidential election campaign (part 1)
42,african american
43,blues for mama
44,composition
45,musical recording
46,george michael
47,rhythm and blues
48,bethlehem records
49,the jazz messengers
50,m.09wpwf_
51,songwriter
52,revolution
53,gospel music
54,rejoice and shout
55,musician
56,george harrison
57,playwright
58,emily busch
59,m.0_gj6fr
60,"the collected works of langston hughes, vol. 5: the plays to 1942: mulatto to the sun do move"
61,"the collected works of langston hughes, vol. 6: gospel plays, operas, and later dramatic works"
62,aberjhani
63,walt whitman
64,freedom's plow
65,book
66,other woman
67,lonely house
68,john coltrane
69,gender
70,hubert laws
71,country of nationality
72,mississippi goddam
73,good morning revolution
74,trade st 2
75,charles mingus
76,do what you gotta do
77,oscar peterson
78,marilyn moore
79,columbia
80,english language
81,chicago soul
82,"young, gifted and black"
83,band members
84,loudon wainwright iii
85,soulfulclassicjazz.com radio
86,m.07zq30c
87,acb radio interactive
88,rock music
89,author
90,if you knew
91,weldon irvine
92,male
93,"mary, what you gonna name that pretty little baby?"
94,"the collected works of langston hughes, vol. 3: the poems: 1951-1967"
95,the collected works of langston hughes
96,m.02z5q83
97,lorraine hansberry
98,m.0jmz274
99,the backlash blues
100,g.11b66l5kqs
101,memory-song painted gold: for the blue yusef lateef (1920-2013)
102,four woman
103,neo soul
104,new york city
105,patti austin
106,rca records
107,derek trucks
108,arista records
109,country
110,whitney houston
111,aretha franklin
112,m.0hlvglm
113,m.09xk65m
114,entertainment weekly annotation index
115,celebrating bird
116,blues
117,electric blues
118,simone
119,g.1255ljbks
120,organ music (blues)
121,colpix records
122,m.0nd1ktk
123,davido
124,mississippi goddamn
125,film
126,m.09wqcvx
127,dave brubeck
128,m.010bf3g5
129,billy stewart
130,kanye west
131,do what you gotta do (live)
132,donald byrd
133,hard bop
134,alan motley
135,notebook on black history month 2012 (part 4) the black power mixtape 1967-1975
136,notebook on black history month 2012 (part 3): langston hughes celebrated
137,georgette signoret kaminker
138,wrek
139,the other women
140,paul
141,southern united states
142,harlem renaissance way down south
143,"street scene: act i. no. 12 \""what good would the moon be?\"""
144,nina’s blues
145,g.11b60_g2dh
146,luther vandross
147,legacy recordings
148,"street scene: act ii, finale. no. 22c \""ain't it awful, the heat?\"""
149,actor
150,m.09xgdhb
151,sarah vaughan
152,not without laughter
153,jazz age
